Timestamp,AbsTime,Recording,Clase_YAMNet,Probabilidad,TopIndex,loudness_sones,sharpness_acum,roughness_asper,tonality_tnr_db,tonality_pr_db,lat,lon,alt,gps_error_s,gps_source
240.0,240.0,Simon-bolivar_panaderia,Vehicle,0.436400443315506,294,7.694,1.0463002985852028,0.0448936841682125,0.0,0.0,-33.448544,-70.603636,594.5,0.0,interpolated
243.0,243.0,Simon-bolivar_panaderia,Vehicle,0.4965225458145141,294,6.131,1.0912889263758698,0.0382469736043827,0.0,0.0,-33.448529,-70.603567,594.6,0.0,interpolated
246.0,246.0,Simon-bolivar_panaderia,Vehicle,0.4360025227069855,294,6.425,1.24704207875157,0.2332571798516098,0.0,0.0,-33.448532,-70.603484,594.7,0.0,interpolated
249.0,249.0,Simon-bolivar_panaderia,Vehicle,0.2719304263591766,294,10.213,1.3607397532471044,0.2825718681888814,0.0,0.0,-33.448522,-70.603381,594.8,0.0,interpolated
252.0,252.0,Simon-bolivar_panaderia,Vehicle,0.1639472693204879,294,11.268,1.231851507367958,0.1625251097392288,0.0,0.0,-33.448513,-70.603319,594.8,0.0,interpolated
255.0,255.0,Simon-bolivar_panaderia,Vehicle,0.3431920111179352,294,10.587,1.316961723663277,0.1363127045129968,0.0,9.172500029678812,-33.448511,-70.603225,594.9,0.0,interpolated
258.0,258.0,Simon-bolivar_panaderia,Vehicle,0.5347595810890198,294,18.2,1.1881394458018433,0.1840013598965168,0.0,0.0,-33.448495,-70.60316,595.0,0.0,interpolated
261.0,261.0,Simon-bolivar_panaderia,Vehicle,0.4704693257808685,294,23.29,1.2245469158940665,0.4178466662609708,0.0,0.0,-33.448488,-70.603077,595.1,0.0,interpolated
264.0,264.0,Simon-bolivar_panaderia,Vehicle,0.3668864965438843,294,11.165,1.1481284161614034,0.1108856247040742,0.0,0.0,-33.448489,-70.602998,595.2,0.0,interpolated
267.0,267.0,Simon-bolivar_panaderia,Animal,0.1513367146253585,67,7.21,1.190766543045112,0.0772726602692444,0.0,0.0,-33.448474,-70.602928,595.3,0.0,interpolated
270.0,270.0,Simon-bolivar_panaderia,Vehicle,0.2767477333545685,294,7.662,1.2753808353572835,0.0414028204912606,0.0,0.0,-33.44847,-70.602854,595.4,0.0,interpolated
273.0,273.0,Simon-bolivar_panaderia,Vehicle,0.3025781810283661,294,10.235,1.1611263280086688,0.0514473072737811,0.0,0.0,-33.448477,-70.602797,595.4,0.0,interpolated
276.0,276.0,Simon-bolivar_panaderia,Vehicle,0.1488693505525589,294,9.026,1.2810023366985004,0.0862046633445598,0.0,0.0,-33.448466,-70.602725,595.5,0.0,interpolated
279.0,279.0,Simon-bolivar_panaderia,Vehicle,0.0914195999503135,294,6.418,1.253847979454157,0.1800896257770027,0.0,0.0,-33.448447,-70.60267,595.6,0.0,interpolated
282.0,282.0,Simon-bolivar_panaderia,Speech,0.2205920070409774,0,6.267,1.284759791221871,0.2258093873031344,0.0,0.0,-33.448448,-70.602614,595.7,0.0,interpolated
285.0,285.0,Simon-bolivar_panaderia,Speech,0.3724821507930755,0,6.167,1.3519043927545529,0.1694254162559993,0.0,0.0,-33.448441,-70.602578,595.7,0.0,interpolated
288.0,288.0,Simon-bolivar_panaderia,Speech,0.469424694776535,0,8.372,1.1991929003707336,0.1715059593150563,0.0,0.0,-33.448437,-70.60255,595.7,0.0,interpolated
291.0,291.0,Simon-bolivar_panaderia,Speech,0.4462337791919708,0,7.824,1.3136719409051398,0.1040603202631615,0.0,0.0,-33.448437,-70.602526,595.8,0.0,interpolated
294.0,294.0,Simon-bolivar_panaderia,Clip-clop,0.2087691277265548,83,8.282,1.3158179640959171,0.2177281298608066,0.0,0.0,-33.448437,-70.602503,595.8,0.0,interpolated
297.0,297.0,Simon-bolivar_panaderia,Clip-clop,0.1684957146644592,83,10.639,1.2808958141868068,0.0887874935983999,0.0,0.0,-33.448437,-70.6024948967742,595.8,0.0,interpolated
300.0,300.0,Simon-bolivar_panaderia,Run,0.1252835541963577,46,14.451,1.198520813517416,0.3971929459295877,0.0,0.0,-33.448437,-70.60249474193549,595.8,0.0,interpolated
303.0,303.0,Simon-bolivar_panaderia,Clip-clop,0.1819305419921875,83,9.623,1.3837034606141594,0.2910249525032513,0.0,0.0,-33.448437,-70.60249458709679,595.8,0.0,interpolated
306.0,306.0,Simon-bolivar_panaderia,Speech,0.8284803032875061,0,5.964,1.219851444953116,0.1039815800991898,0.0,0.0,-33.448437,-70.60249443225807,595.8,0.0,interpolated
309.0,309.0,Simon-bolivar_panaderia,Vehicle,0.1249679550528526,294,5.81,1.3013823908815425,0.0737567716433773,0.0,0.0,-33.448437,-70.60249427741935,595.8,0.0,interpolated
312.0,312.0,Simon-bolivar_panaderia,Speech,0.4220202267169952,0,15.557,1.493318764764368,0.0316943089845254,0.0,0.0,-33.448437,-70.60249412258065,595.8,0.0,interpolated
315.0,315.0,Simon-bolivar_panaderia,Speech,0.2210392504930496,0,13.541,1.372150370369792,0.036308861297295,0.0,0.0,-33.448437,-70.60249396774194,595.8,0.0,interpolated
318.0,318.0,Simon-bolivar_panaderia,Speech,0.3073557019233703,0,14.091,1.2437059021057917,0.0414162188133012,0.0,0.0,-33.448437,-70.60249381290323,595.8,0.0,interpolated
321.0,321.0,Simon-bolivar_panaderia,Speech,0.4366051256656647,0,12.162,1.2391836992523646,0.0443088235807343,0.0,0.0,-33.448437,-70.60249365806452,595.8,0.0,interpolated
324.0,324.0,Simon-bolivar_panaderia,Speech,0.7548658847808838,0,11.192,1.34340827820061,0.0606499912901579,0.0,0.0,-33.448437,-70.60249350322582,595.8,0.0,interpolated
327.0,327.0,Simon-bolivar_panaderia,Speech,0.9009876251220704,0,11.678,1.10040075676383,0.0394438576496298,0.0,0.0,-33.448437,-70.6024933483871,595.8,0.0,interpolated
330.0,330.0,Simon-bolivar_panaderia,Speech,0.4885694086551666,0,13.108,1.1477085055151182,0.0446846641753223,0.0,0.0,-33.448437,-70.60249319354838,595.8,0.0,interpolated
333.0,333.0,Simon-bolivar_panaderia,Speech,0.7817503809928894,0,7.883,1.3780180767778931,0.0336171028508235,0.0,0.0,-33.448437,-70.60249303870968,595.8,0.0,interpolated
336.0,336.0,Simon-bolivar_panaderia,Speech,0.9027919769287108,0,9.794,1.883766810184216,0.0647728989549118,0.0,13.97907286258885,-33.448437,-70.60249288387097,595.8,0.0,interpolated
339.0,339.0,Simon-bolivar_panaderia,Speech,0.7665818333625793,0,7.283,1.342254309995052,0.0764482751592672,0.0,0.0,-33.448437,-70.60249272903226,595.8,0.0,interpolated
342.0,342.0,Simon-bolivar_panaderia,Speech,0.8934917449951172,0,10.386,1.3949195707986073,0.2106269750964896,0.0,0.0,-33.448437,-70.60249257419355,595.8,0.0,interpolated
