Timestamp,Clase_YAMNet,Probabilidad,loudness_sones,sharpness_acum,roughness_asper,tonality_tnr_db,tonality_pr_db
168.0,Wind,0.36646366119384766,17.78,1.3299178239214984,0.1205688726941838,0.0,0.0
171.0,Wind,0.2495768666267395,18.82,1.3108102980493166,0.08801290106778017,0.0,0.0
174.0,Wind,0.3816866874694824,12.689,1.1681931142299846,0.137324876210063,0.0,0.0
177.0,Vehicle,0.19825321435928345,15.515,1.7857099620032826,0.0973149732668908,0.0,0.0
180.0,Wind,0.45204803347587585,13.278,1.7247596558876352,0.11551603720739953,0.0,0.0
183.0,Wind,0.34290456771850586,13.38,1.5479139824624606,0.18051949276429943,0.0,0.0
186.0,Wind,0.3663724660873413,13.773,1.3222004975709032,0.16021472611710938,0.0,0.0
189.0,Vehicle,0.20347893238067627,13.962,1.4990993438201299,0.10849526618803826,0.0,0.0
192.0,Vehicle,0.36583593487739563,17.23,1.5058432904121826,0.08006066593487651,0.0,0.0
195.0,Vehicle,0.5513676404953003,21.18,1.416730911929704,0.05058755434319179,0.0,0.0
198.0,Vehicle,0.5373579859733582,22.94,1.3575416691994144,0.05802208608387492,0.0,0.0
201.0,Vehicle,0.4015465974807739,22.97,1.551310816574724,0.06263420042957012,0.0,0.0
204.0,Vehicle,0.35461869835853577,24.73,1.525507550157625,0.07106950880766079,0.0,0.0
207.0,Vehicle,0.34357306361198425,26.3,1.6038002832820402,0.06116710731266404,0.0,0.0
210.0,Vehicle,0.3274937570095062,21.07,1.5019501337273733,0.0543883297368789,0.0,0.0
213.0,Vehicle,0.3617054224014282,18.33,1.2160810913296192,0.06012081352675998,0.0,0.0
216.0,Vehicle,0.49155953526496887,23.16,1.3339659941041855,0.04734977571968882,0.0,0.0
219.0,Vehicle,0.6457747220993042,23.49,1.3667475835078322,0.050566649871210116,0.0,0.0
222.0,Vehicle,0.42144933342933655,17.67,1.2846338940985698,0.05801598352130427,0.0,0.0
225.0,Vehicle,0.1397877186536789,14.762,1.2015266498778436,0.17524974182360598,0.0,0.0
228.0,Vehicle,0.5829852819442749,18.85,1.414587596191819,0.06080917778990629,0.0,0.0
231.0,"Boat, Water vehicle",0.3387335538864136,15.219,1.4768079700663237,0.060684477627047706,0.0,0.0
234.0,"Boat, Water vehicle",0.23018963634967804,17.95,1.4565102668985916,0.07159539076268089,0.0,0.0
237.0,Wind,0.223801851272583,13.335,1.489877936200577,0.07832223835517267,0.0,0.0
240.0,"Boat, Water vehicle",0.23935897648334503,14.753,1.5028383702183192,0.0723038010982759,0.0,0.0
243.0,Vehicle,0.190681591629982,19.88,1.7278642101315969,0.06743074514865478,0.0,0.0
246.0,Wind,0.25198572874069214,17.61,1.842130446322107,0.07946238048122613,0.0,0.0
249.0,Vehicle,0.13497941195964813,17.35,2.0776752595470627,0.10484972570204527,0.0,0.0
252.0,"Outside, rural or natural",0.1646716147661209,17.51,2.259363268353886,0.23026468623222957,0.0,0.0
255.0,Vehicle,0.27966704964637756,17.84,1.8875978711225807,0.09577285374284544,0.0,0.0
