Timestamp,Latitud,Longitud,Clase_YAMNet,Probabilidad,Centr_Espectral,ZCR,RMS
135.0,33.45675,-70.65919671180933,Wind,0.2258424013853073,5154.016531917591,0.10017211048315602,0.045834701508283615
138.0,33.456900000000005,-70.65944672398868,Vehicle,0.17862559854984283,3524.8786006912037,0.050071337544326244,0.03470847010612488
141.0,33.45705,-70.65912245864963,"Boat, Water vehicle",0.30911943316459656,4504.792284467134,0.0918626717641844,0.03153006732463837
144.0,33.4572,-70.65914886923419,Wind,0.5656678080558777,5017.367689318025,0.11971548093971632,0.058085713535547256
147.0,33.457350000000005,-70.65917096405053,Wind,0.18114100396633148,3905.257390214756,0.0642418827570922,0.10558238625526428
150.0,33.4575,-70.65934517126313,Vehicle,0.45783305168151855,2073.5760820097644,0.03209670046542553,0.11100878566503525
153.0,33.45765,-70.65923253039851,Vehicle,0.29744789004325867,2121.4325466561195,0.022838403147163122,0.09826579689979553
156.0,33.457800000000006,-70.65994478851452,Vehicle,0.44902586936950684,3751.8190381579893,0.07508449689716312,0.1345621943473816
159.0,33.457950000000004,-70.65960288292149,Wind,0.380025714635849,2597.600133411057,0.0350108045212766,0.1243114098906517
162.0,33.4581,-70.65958068488167,Wind,0.19236324727535248,2265.2077934407193,0.033010929188829786,0.1478758305311203
165.0,33.45825,-70.65978986811227,Wind,0.40687549114227295,2814.4546019429536,0.03462468140514184,0.1406487226486206
168.0,33.458400000000005,-70.6595979911913,Wind,0.4000934064388275,2690.7701964192247,0.03709898603723404,0.14100365340709686
171.0,33.45855,-70.6596230387604,Vehicle,0.29172345995903015,2089.0864565941333,0.028793010305851064,0.10809136182069778
174.0,33.4587,-70.65953658346355,Wind,0.3953515589237213,2090.7997541670898,0.02093202847960993,0.1206737533211708
177.0,33.458850000000005,-70.65985998570463,Vehicle,0.2879972755908966,4493.169480151528,0.08825597019060284,0.04186707362532616
180.0,33.459,-70.65960498221865,Wind,0.6055142879486084,4958.01034309664,0.0889000858820922,0.10398415476083755
183.0,33.45915,-70.65995406191203,Wind,0.5699239373207092,3238.3754131473697,0.03713881039450355,0.11714865267276764
186.0,33.459300000000006,-70.65946519470684,Wind,0.5042840838432312,2735.708160328987,0.02904407690602837,0.13337121903896332
189.0,33.459450000000004,-70.65924710779497,Vehicle,0.30517956614494324,3160.077893179176,0.03946593805407801,0.07501039654016495
192.0,33.4596,-70.65906151253337,Vehicle,0.5344077944755554,3166.1530181042535,0.050727573692375884,0.09151459485292435
195.0,33.45975,-70.6591929486444,Vehicle,0.730591356754303,2526.851442686991,0.030344428745567375,0.07523568719625473
198.0,33.459900000000005,-70.65924681135532,Vehicle,0.6204413771629333,2402.8811147585,0.03130540780141844,0.07753179222345352
201.0,33.46005,-70.6594543195199,Vehicle,0.5514330863952637,3385.0217066854607,0.05391005928634752,0.1068313792347908
204.0,33.4602,-70.65937973787825,Vehicle,0.4287583529949188,3146.952583617024,0.059462959884751775,0.09999053180217743
207.0,33.460350000000005,-70.65965969378492,Vehicle,0.4167678654193878,3802.528765005124,0.0746481604609929,0.08712427318096161
210.0,33.4605,-70.65901339584507,Vehicle,0.455614298582077,2849.979517198947,0.04654601617907801,0.09850990772247314
213.0,33.46065,-70.65958903614478,Vehicle,0.4884409010410309,1883.2379505487918,0.028531554742907802,0.13305789232254028
216.0,33.460800000000006,-70.6599711975031,Vehicle,0.5745216012001038,2181.041666598905,0.04501364417109929,0.12641291320323944
219.0,33.460950000000004,-70.65935595624082,Vehicle,0.7240305542945862,2294.0696772671004,0.0423748476285461,0.0941704660654068
222.0,33.4611,-70.65993308738518,Vehicle,0.4666248857975006,2114.4249392225324,0.03193913453014184,0.0813073068857193
225.0,33.46125,-70.65933764548626,Vehicle,0.198561429977417,2276.1809760277624,0.0320551446143617,0.07522894442081451
228.0,33.461400000000005,-70.65926965492079,Vehicle,0.7601154446601868,2743.1484334648458,0.029700313054078015,0.04735448956489563
231.0,33.46155,-70.65906934557282,"Boat, Water vehicle",0.5231571197509766,3201.8455687231335,0.036283452460106384,0.04788375273346901
234.0,33.4617,-70.6596637006374,"Boat, Water vehicle",0.2783699929714203,2937.6932037493307,0.035422900044326244,0.050847701728343964
237.0,33.461850000000005,-70.65997344127999,Wind,0.2759561240673065,3513.1395485683993,0.04734596631205674,0.04901576042175293
240.0,33.462,-70.65989522122241,"Boat, Water vehicle",0.31956809759140015,3287.8869719171084,0.044426667774822695,0.04065454751253128
243.0,33.46215,-70.6590041801868,Vehicle,0.3297087252140045,4132.878651880574,0.07446808510638298,0.03970037028193474
246.0,33.462300000000006,-70.65950446927421,Wind,0.27516970038414,4749.512759144491,0.08740407524379433,0.034935712814331055
249.0,33.462450000000004,-70.65937391607366,Vehicle,0.23956318199634552,5325.989273925858,0.10030024102393617,0.03970928117632866
252.0,33.4626,-70.65966743660627,"Boat, Water vehicle",0.12319125980138779,6294.641721591606,0.19117076684397163,0.06798133999109268
255.0,33.46275,-70.6591031848101,Vehicle,0.4719409644603729,4704.259993498233,0.09410539458069621,0.019091205671429634
