Recording,Timestamp,Probabilidad,TopIndex,loudness_sones,sharpness_acum,roughness_asper,tonality_tnr_db,tonality_pr_db,AbsTime,loudness_sones_z,sharpness_acum_z,roughness_asper_z,tonality_tnr_db_z,P_iso,E_iso
bici_grab_sin_micro,127.5,0.2923084126655445,244.97674418604652,18.482418604651162,1.6947834290206627,0.09140475866290415,0.0,0.3578703595794262,127.5,0.0982756069119611,0.6013069781207456,-0.6441967237619575,0.0,-0.055385861270749244,0.055385861270749244
prueba_scooter_4min,127.5,0.3999307998564354,285.74418604651163,17.821918604651163,1.3475284641022123,0.2614355466069208,0.0,0.2579701389477572,127.5,-0.09827560691196098,-0.6013069781207442,0.6441967237619569,0.0,0.05538586127074825,-0.05538586127074825
